id;winner_ace;winner_df;winner_serve_points;winner_1st_in;winner_1st_won;winner_2nd_won;loser_df;loser_serve_points;loser_1st_in;loser_1st_won;loser_2nd_won;match_id;loser_ace
480;9;3;48;23;20;15;2;61;37;20;12;77290;4
481;5;4;67;44;37;8;3;95;66;45;7;77291;10
482;2;0;53;34;26;8;0;43;29;13;6;77292;2
483;4;1;77;46;35;14;1;71;39;22;17;77293;2
484;8;1;52;33;31;10;3;76;59;40;6;77294;2
485;8;1;78;40;35;25;3;82;42;37;18;77295;1
486;2;0;70;44;32;11;0;62;29;21;13;77296;3
487;8;0;45;26;25;9;0;58;31;19;13;77297;3
488;1;2;73;53;37;12;1;83;41;30;18;77298;6
489;3;4;88;57;40;16;4;60;31;23;18;77299;5
490;3;1;60;37;29;15;2;62;31;20;15;77300;2
491;6;1;73;34;30;25;1;77;40;35;20;77301;12
492;7;4;71;34;26;20;0;78;49;28;15;77302;1
493;3;1;43;24;19;14;4;64;42;19;13;77303;2
494;8;0;96;66;42;15;3;110;53;43;23;77304;8
495;1;4;57;33;28;15;5;59;29;21;17;77305;7
496;4;5;116;64;45;27;2;127;84;50;16;77306;2
497;5;4;52;25;20;17;1;44;24;14;7;77307;4
498;0;0;45;22;17;11;4;50;18;9;10;77308;0
499;6;3;59;28;22;17;1;48;27;12;11;77309;2
500;12;1;51;30;27;12;3;59;40;26;9;77310;1
501;3;4;52;41;32;5;4;74;45;25;10;77311;3
502;4;1;53;34;22;12;1;49;19;12;9;77312;0
503;5;4;74;44;32;15;4;93;58;34;13;77313;3
504;1;1;70;45;32;13;2;87;44;29;22;77314;2
505;7;4;115;68;47;21;6;84;62;41;6;77315;11
506;0;2;49;33;24;7;1;41;33;13;3;77316;0
507;4;1;52;35;31;8;0;44;32;17;6;77317;1
508;5;5;58;38;29;9;2;57;33;20;10;77318;1
509;17;5;94;54;43;18;8;130;71;47;21;77319;4
510;5;0;118;75;53;23;2;113;74;51;20;77320;8
511;4;1;50;30;27;11;2;51;29;18;11;77321;0
512;3;2;101;70;44;15;1;88;46;32;20;77322;5
513;11;3;68;43;31;14;3;63;45;31;6;77323;1
514;6;3;65;34;30;16;4;75;42;34;12;77324;10
515;9;1;69;49;34;13;5;76;45;32;16;77325;3
516;6;1;93;58;39;19;1;73;47;31;12;77326;3
517;3;3;82;57;36;15;5;91;35;21;29;77327;5
518;12;3;119;71;52;24;0;78;45;32;18;77328;2
519;8;1;65;34;29;21;4;69;43;34;12;77329;13
520;2;1;75;57;37;10;3;91;55;33;16;77330;6
521;6;1;78;52;41;13;2;77;46;33;10;77332;4
522;2;2;56;26;20;19;0;58;31;19;14;77333;0
523;6;2;55;28;21;17;0;77;59;31;8;77334;1
524;7;8;108;56;47;20;5;115;73;49;21;77335;5
525;5;2;92;52;37;24;1;115;81;54;14;77336;9
526;16;6;80;46;37;16;2;89;62;35;16;77337;3
527;5;1;36;17;15;17;4;50;33;20;5;77338;1
528;0;0;52;33;24;12;5;67;35;25;11;77339;6
529;8;5;115;57;40;32;9;118;59;48;29;77340;14
530;3;3;50;28;24;14;3;48;28;20;8;77341;3
531;3;0;47;30;22;10;4;62;29;16;14;77342;2
532;4;1;51;34;28;7;5;70;34;19;17;77343;3
533;6;5;89;38;29;23;3;81;43;29;15;77344;5
534;2;3;57;28;21;16;3;65;36;26;10;77345;3
535;6;0;87;42;27;23;0;97;61;35;19;77346;2
536;0;0;27;17;9;8;0;31;23;9;0;77347;0
537;3;1;99;67;47;16;7;111;67;49;18;77348;5
538;0;4;87;56;36;18;5;91;36;27;26;77349;5
539;6;1;55;30;25;14;2;47;33;20;3;77350;1
540;3;0;66;39;28;15;3;51;30;18;11;77351;0
541;6;2;76;35;28;19;1;75;59;38;3;77352;0
542;5;6;77;34;27;25;1;93;70;42;14;77353;1
543;8;1;49;27;22;12;4;59;25;17;12;77354;0
544;5;0;59;27;20;23;4;58;30;21;13;77355;8
545;1;1;39;25;24;8;1;46;33;18;5;77356;2
546;5;5;97;49;34;22;1;88;63;41;7;77357;1
547;3;2;81;49;40;15;2;72;53;36;9;77358;1
548;1;0;63;53;35;6;3;74;35;19;18;77359;8
549;6;3;91;48;38;24;2;97;61;42;17;77360;5
550;4;0;51;29;21;13;4;67;26;17;17;77361;4
551;13;1;90;48;36;24;2;85;47;36;18;77362;9
552;0;4;70;34;27;20;2;72;36;26;17;77363;2
553;6;1;73;45;30;16;0;58;46;27;5;77364;2
554;13;0;61;31;26;18;4;87;57;32;17;77365;3
555;3;1;61;39;31;9;4;68;33;22;16;77366;1
556;11;2;110;65;46;25;1;102;68;43;18;77367;6
557;11;0;109;53;44;27;1;102;59;47;23;77368;13
558;4;0;62;40;34;10;3;67;31;25;17;77369;6
559;0;1;71;42;32;18;6;89;53;33;16;77370;0
560;1;1;93;65;45;16;10;86;43;35;21;77371;10
561;5;1;59;33;22;19;2;87;46;31;18;77372;11
562;9;4;66;35;26;18;3;92;59;42;13;77373;11
563;2;1;50;32;22;13;3;51;35;18;3;77374;0
564;6;1;47;29;23;13;1;42;19;13;8;77375;5
565;9;5;117;72;52;19;4;88;37;28;29;77376;5
566;0;4;56;40;34;7;2;55;35;24;7;77377;3
567;5;3;62;38;30;15;6;76;51;32;13;77378;4
568;11;3;87;57;39;16;6;107;60;42;21;77379;8
569;11;2;69;35;28;17;8;100;41;28;28;77380;7
570;1;3;50;31;25;10;3;51;30;19;7;77381;0
571;6;1;49;23;20;15;5;52;25;15;12;77382;5
572;8;3;67;42;31;17;5;83;40;28;23;77383;7
573;0;3;92;64;39;9;3;89;46;29;14;77384;3
574;8;2;72;44;29;17;6;89;42;32;19;77385;3
575;8;0;86;63;44;15;2;85;49;37;21;77386;9
576;6;2;52;26;25;10;2;60;43;23;9;77387;2
577;2;2;70;45;35;16;1;62;38;27;12;77388;3
578;4;0;43;27;21;11;0;41;19;12;7;77389;2
579;2;0;63;45;33;9;2;43;26;18;8;77390;2
580;3;1;51;25;22;17;1;49;18;15;14;77391;2
581;4;5;83;39;31;19;6;108;67;40;19;77392;6
582;5;2;91;65;45;9;4;69;45;29;9;77393;5
583;6;2;85;48;42;16;10;76;35;30;22;77394;7
584;5;2;91;62;47;17;5;91;52;40;15;77395;7
585;3;1;50;34;26;10;1;54;37;21;7;77396;0
586;7;2;80;43;33;18;0;92;58;33;18;77397;10
587;2;2;37;22;21;11;3;50;29;15;10;77398;0
588;2;4;91;64;45;13;4;80;38;26;19;77399;4
589;11;2;97;47;36;24;2;104;62;42;19;77400;12
590;2;2;70;46;31;13;2;58;36;19;12;77401;0
591;2;4;50;34;25;8;7;42;23;16;5;77402;3
592;1;2;37;29;22;4;2;63;36;18;8;77403;0
593;2;0;74;49;37;16;4;65;30;26;18;77404;2
594;6;0;54;39;28;11;2;69;37;23;18;77405;3
595;1;1;47;38;28;4;2;80;44;25;15;77406;8
596;3;4;57;34;24;14;3;76;50;30;14;77407;0
597;12;5;73;26;23;28;2;76;47;35;15;77408;3
598;8;9;112;57;37;25;2;102;74;49;13;77409;8
599;5;5;80;45;31;18;4;90;52;35;18;77410;1
600;7;7;85;50;39;15;2;70;50;35;11;77411;0
601;0;3;64;28;18;20;3;47;20;12;10;77412;2
602;6;3;87;54;37;21;3;84;50;32;19;77413;1
603;5;2;46;24;21;14;8;47;29;20;6;77414;1
604;4;5;102;45;30;32;3;103;55;37;18;77415;4
605;6;3;135;76;49;37;10;121;62;46;33;77416;22
606;1;0;112;74;38;26;11;127;74;42;23;77417;0
607;2;0;69;41;35;12;1;79;54;38;11;77418;2
608;3;1;59;33;23;15;5;69;39;22;14;77419;0
609;5;2;50;26;21;16;8;62;29;24;9;77420;3
610;8;4;84;50;34;18;6;87;36;24;29;77421;8
611;5;2;65;36;24;14;8;84;37;21;19;77422;0
612;3;4;62;37;29;11;0;53;28;16;11;77423;3
613;1;5;56;30;27;13;2;50;19;12;15;77424;1
614;11;0;67;38;32;12;1;87;49;29;15;77425;2
615;0;2;100;69;44;14;4;98;62;36;15;77426;3
616;3;2;82;44;30;24;0;79;48;33;15;77427;2
617;5;3;38;20;17;11;1;49;24;13;8;77428;2
618;5;3;61;42;32;9;3;96;45;30;20;77429;9
619;2;3;59;34;26;14;2;42;25;16;7;77431;4
620;3;0;46;32;25;7;3;45;18;11;7;77432;4
621;6;2;74;37;31;21;2;67;44;29;13;77433;5
622;3;2;93;48;32;29;7;98;51;37;21;77434;11
623;1;1;78;50;32;15;4;92;58;28;12;77435;0
624;1;0;56;45;35;6;3;74;37;28;15;77436;3
625;5;4;112;62;40;27;2;109;55;39;27;77437;6
626;8;0;81;54;41;14;0;50;27;19;14;77438;3
627;10;1;51;25;22;14;3;69;47;29;8;77439;5
628;2;5;89;48;33;24;0;91;46;36;20;77440;2
629;0;0;102;81;52;10;4;84;42;29;21;77441;9
630;3;0;40;20;19;13;1;57;36;21;8;77442;0
631;1;1;66;29;19;21;5;66;47;28;8;77443;5
632;10;3;86;46;33;23;1;95;66;37;17;77444;2
633;6;1;70;42;34;14;4;81;57;32;12;77445;4
634;6;0;75;55;40;11;1;69;39;28;14;77446;0
635;11;4;85;42;29;25;5;88;50;35;18;77447;3
636;2;5;93;47;32;21;1;82;62;38;10;77448;0
637;11;1;53;30;25;15;6;57;28;17;15;77449;4
638;10;3;68;47;36;8;3;78;44;27;15;77450;1
639;3;0;39;26;22;11;1;54;31;15;12;77451;1
640;6;1;73;39;28;17;3;56;36;22;10;77452;0
641;3;2;61;32;26;16;4;63;33;23;11;77453;9
642;12;3;139;81;63;35;3;136;67;53;39;77454;8
643;1;0;45;35;21;3;2;60;32;18;6;77455;0
644;11;1;68;46;38;9;9;73;37;29;13;77456;5
645;3;2;66;31;24;22;7;62;35;22;11;77457;7
646;7;4;69;37;33;16;1;58;38;23;12;77458;3
647;1;1;85;66;45;6;6;90;47;30;19;77459;2
648;0;2;75;51;37;12;6;85;30;22;27;77460;4
649;1;2;51;34;22;9;0;65;36;21;10;77461;0
650;5;4;70;47;34;7;2;81;60;30;12;77462;0
651;0;4;107;86;53;10;3;105;54;37;21;77463;4
652;2;4;84;61;43;10;1;92;45;32;27;77464;3
653;5;1;56;21;15;19;4;72;42;21;11;77465;1
654;1;1;78;39;28;23;7;95;59;42;11;77466;6
655;2;0;45;29;22;11;3;52;28;19;8;77467;0
656;3;0;93;57;37;25;3;109;61;41;28;77468;2
657;0;2;69;47;27;10;4;70;33;21;13;77469;3
658;3;4;83;52;37;14;2;83;63;28;12;77470;1
659;4;3;61;44;31;9;1;61;38;23;10;77471;1
660;3;2;24;18;14;4;0;28;18;11;4;77472;3
661;2;1;72;59;32;8;9;69;28;17;15;77473;2
662;2;1;52;42;30;5;2;57;35;18;10;77474;3
663;2;1;53;33;21;10;2;61;33;15;10;77475;0
664;2;1;45;23;21;16;2;48;25;15;12;77476;1
665;3;3;94;66;39;14;3;76;39;24;17;77477;4
666;7;4;119;65;47;28;6;115;61;42;26;77478;5
667;4;0;45;32;24;8;5;50;16;11;10;77479;1
668;4;4;55;19;16;21;3;49;32;17;7;77480;7
669;0;2;71;65;43;1;1;65;44;31;7;77481;4
670;3;6;102;52;38;24;1;134;75;53;25;77482;4
671;4;1;69;52;41;9;4;77;56;37;8;77483;3
672;9;2;68;41;30;11;3;87;48;28;17;77484;4
673;2;5;66;41;27;13;2;56;26;15;14;77485;1
674;3;2;49;28;22;10;2;54;25;11;14;77486;0
675;1;1;43;27;22;10;1;51;38;22;3;77487;0
676;0;4;50;34;28;8;0;60;38;22;6;77488;9
677;0;1;75;42;32;20;1;99;54;38;20;77489;3
678;7;2;58;40;32;10;4;65;40;30;8;77490;3
679;0;1;65;38;25;16;2;51;34;19;6;77491;0
680;5;5;93;38;28;28;3;94;63;37;14;77492;2
681;1;1;58;32;22;16;4;56;30;15;10;77493;0
682;8;0;115;78;58;21;4;104;73;51;19;77494;6
683;2;2;102;66;44;14;4;100;66;40;18;77495;1
684;0;0;62;37;30;12;5;76;48;29;11;77496;1
685;10;2;55;29;24;12;4;58;28;20;11;77497;6
686;2;3;33;19;14;5;0;32;20;13;7;77498;1
687;8;4;70;36;29;21;0;54;42;29;6;77499;0
688;1;1;68;35;24;21;2;71;47;30;14;77500;1
689;3;3;66;43;25;12;3;50;33;15;8;77501;0
690;4;0;45;28;22;14;3;62;35;24;12;77502;2
691;1;1;62;40;30;11;4;74;51;26;12;77503;2
692;2;0;47;30;23;10;0;36;27;18;7;77504;1
693;10;2;105;66;52;18;1;94;70;45;14;77505;0
694;1;6;56;31;24;14;3;44;27;14;7;77506;1
695;3;3;109;68;48;20;7;126;83;56;18;77507;1
696;2;4;69;43;33;15;1;55;27;23;14;77508;3
697;1;8;107;80;49;9;3;83;37;24;16;77509;3
698;1;0;46;30;19;12;7;49;24;14;8;77510;1
699;1;0;83;55;34;17;1;111;67;47;18;77511;9
700;16;1;37;23;21;9;4;51;24;15;7;77512;6
701;2;8;115;67;51;18;2;117;85;49;16;77513;3
702;9;2;95;50;34;29;8;110;59;42;21;77514;9
703;6;1;62;42;30;12;4;71;44;28;11;77515;7
704;7;1;69;40;30;17;1;60;36;28;13;77516;4
705;4;3;57;20;16;22;4;47;33;16;4;77517;1
706;11;9;109;55;39;25;2;107;59;38;20;77518;5
707;2;0;50;36;28;10;2;64;39;22;13;77519;1
708;2;3;45;28;25;11;1;70;51;30;8;77520;0
709;1;3;90;40;28;31;2;84;34;26;24;77521;5
710;1;0;54;40;28;12;1;68;40;21;16;77522;1
711;2;1;115;86;59;17;4;96;81;56;8;77523;0
712;5;2;98;59;40;20;6;100;46;36;30;77524;10
713;8;0;48;21;17;20;3;44;28;17;5;77525;2
714;2;6;105;67;49;16;4;88;35;25;27;77526;4
715;4;1;48;29;22;10;1;59;35;16;10;77527;0
716;11;3;102;75;51;11;11;100;58;37;15;77528;4
717;8;1;88;59;44;18;4;90;59;40;17;77529;5
718;4;0;45;31;21;10;1;44;32;12;4;77530;2
719;5;2;62;41;25;12;3;68;38;24;10;77531;1
720;1;0;63;43;34;12;4;81;37;31;19;77532;9
721;4;2;48;34;24;11;2;83;62;38;6;77533;1
722;4;1;49;22;17;19;2;45;33;20;3;77534;4
723;0;9;92;66;45;12;2;97;62;43;18;77535;4
724;7;1;103;66;42;21;4;123;66;41;30;77536;4
725;7;0;52;37;25;8;4;64;45;21;6;77537;7
726;0;5;122;83;54;17;2;121;74;44;23;77538;2
727;5;2;108;54;32;23;2;84;48;25;19;77539;6
728;9;0;67;39;32;20;2;67;35;30;16;77540;8
729;2;2;81;56;39;15;3;92;59;36;16;77541;3
730;13;2;71;34;28;19;3;67;34;21;16;77542;0
731;0;3;64;43;33;14;1;62;44;28;7;77543;3
732;10;5;93;56;44;12;7;95;67;35;12;77544;0
733;3;0;40;30;25;7;0;45;26;14;6;77545;3
734;2;6;89;58;44;18;6;87;44;35;26;77546;15
735;8;3;71;40;28;17;4;54;33;22;10;77547;0
736;7;0;48;30;22;12;3;54;30;20;10;77548;5
737;4;3;91;43;33;25;7;84;50;36;13;77549;10
738;2;1;57;40;30;8;3;68;47;31;8;77598;4
739;1;0;99;68;43;20;3;93;54;36;19;77599;2
740;2;1;42;22;15;10;3;66;47;23;3;77600;0
741;2;0;45;21;12;19;3;56;25;18;9;77601;4
742;1;6;99;62;35;21;2;119;63;39;36;77602;2
743;2;1;76;53;31;11;2;72;53;27;6;77603;0
744;0;2;72;43;27;18;5;78;34;23;16;77604;0
745;3;1;91;53;26;16;6;91;48;28;12;77605;2
746;1;2;88;55;36;16;6;59;36;29;8;77606;3
747;6;5;72;33;26;17;5;91;61;38;14;77607;6
748;2;3;61;35;22;13;2;63;39;23;8;77608;0
749;1;1;54;30;20;12;1;71;42;22;10;77609;0
750;6;1;58;31;22;17;0;49;27;19;6;77610;0
751;0;3;96;75;42;10;2;108;80;43;10;77611;1
752;2;0;81;46;33;19;0;93;62;37;17;77612;0
753;0;1;38;29;22;7;2;58;27;15;10;77613;0
754;1;0;30;18;13;7;0;15;14;8;1;77614;0
755;2;0;59;37;29;14;1;57;38;24;11;77615;0
756;0;0;66;42;25;16;3;88;58;37;8;77616;1
757;0;2;86;63;41;13;2;91;61;38;15;77617;2
758;4;4;60;38;32;10;2;56;27;21;10;77618;5
759;1;2;97;80;44;7;1;96;81;40;4;77619;3
760;0;1;111;76;48;20;1;92;69;42;11;77620;0
761;1;0;91;55;35;18;3;64;31;20;15;77621;2
762;2;1;56;31;21;12;1;66;37;25;8;77622;1
763;0;2;61;41;25;14;2;65;40;28;11;77623;0
764;1;0;52;38;23;7;2;51;30;11;6;77624;0
765;5;0;46;28;21;10;3;59;31;17;10;77625;0
766;4;0;57;35;25;11;2;70;45;26;9;77626;1
767;0;1;90;47;33;24;3;80;51;33;17;77627;0
768;1;0;65;48;30;12;4;70;39;24;17;77628;0
769;1;4;47;24;17;14;6;53;35;17;7;77629;0
770;10;14;109;61;41;21;2;120;86;50;16;77630;0
771;3;1;55;37;29;11;3;50;29;21;12;77631;0
772;5;4;53;31;25;13;6;65;34;23;12;77632;0
773;0;2;74;39;23;23;2;62;40;23;13;77633;2
774;4;2;101;46;37;35;4;115;70;42;28;77634;3
775;3;2;57;22;14;22;3;67;48;27;7;77635;0
776;4;2;45;25;22;8;0;38;25;12;3;77636;0
777;16;5;85;49;39;16;5;77;51;33;11;77637;8
778;1;2;56;33;24;13;3;58;36;21;8;77638;1
779;5;5;75;47;36;12;6;94;40;30;29;77639;3
780;0;3;79;60;41;11;1;59;33;27;12;77640;8
781;2;3;99;55;41;21;6;116;32;21;43;77641;1
782;3;1;54;33;28;13;3;56;26;20;13;77642;1
783;7;4;100;53;36;28;7;94;42;29;28;77643;3
784;1;2;104;67;50;23;5;109;57;39;33;77644;5
785;0;1;106;72;42;16;14;130;68;40;26;77645;4
786;9;0;74;44;28;16;5;60;31;21;15;77646;3
787;5;3;46;22;18;15;5;60;39;21;9;77647;0
788;1;2;43;26;20;8;1;39;23;15;9;77648;2
789;4;3;81;43;31;21;2;73;32;26;21;77649;12
790;0;1;55;46;33;4;3;47;18;13;13;77650;1
791;7;4;101;49;40;30;1;98;48;33;28;77651;2
792;2;1;61;33;26;16;4;68;41;25;11;77652;2
793;16;4;119;74;51;21;1;102;60;36;28;77653;0
794;7;7;86;53;41;19;11;99;50;39;22;77654;6
795;1;0;40;31;25;6;2;35;16;6;6;77655;0
796;9;3;80;38;31;25;4;77;36;29;22;77656;7
797;5;1;45;31;25;11;1;67;39;25;13;77657;2
798;1;2;87;63;46;12;5;118;62;44;25;77658;8
799;10;1;82;49;38;18;1;68;52;38;8;77659;2
800;1;1;61;43;29;9;1;56;35;21;9;77660;0
801;1;2;98;71;42;15;4;96;64;41;15;77661;4
802;2;1;48;29;23;12;1;41;22;11;10;77662;0
803;5;2;81;45;34;24;2;80;47;34;18;77663;5
804;3;4;83;48;34;17;0;66;49;27;9;77664;0
805;5;3;61;32;25;14;3;58;49;26;1;77665;0
806;3;2;98;60;42;14;2;113;73;39;21;77666;2
807;5;0;67;41;31;12;2;67;42;24;9;77667;1
808;1;7;113;78;43;20;4;109;65;47;17;77668;1
809;5;5;71;44;33;15;4;70;41;29;12;77669;1
810;6;5;64;30;25;18;7;90;58;38;13;77670;2
811;5;1;48;26;20;14;1;55;36;21;8;77671;0
812;2;4;77;47;31;19;4;79;49;30;15;77672;2
813;2;2;77;54;38;15;1;67;44;32;14;77673;7
814;6;3;70;50;32;12;4;64;43;32;7;77674;6
815;8;0;44;23;17;16;2;48;26;13;11;77675;0
816;1;2;86;54;37;15;0;54;38;24;11;77676;0
817;6;1;102;78;59;16;8;116;74;57;26;77677;14
818;3;0;72;37;30;20;1;68;38;25;20;77678;2
819;3;2;49;28;22;11;3;45;24;13;8;77679;0
820;2;3;98;73;58;12;8;114;59;44;27;77680;8
821;9;2;84;53;38;12;6;94;51;33;15;77681;2
822;11;5;84;49;35;17;4;87;60;31;13;77682;1
823;9;3;82;51;42;16;0;82;54;35;18;77683;9
824;2;4;59;33;25;17;3;68;43;30;13;77684;1
825;9;5;88;57;41;16;2;93;48;26;23;77685;5
826;6;3;50;29;23;14;3;65;46;26;10;77686;1
827;5;2;56;32;25;15;2;61;41;30;5;77687;4
828;3;2;75;50;37;14;1;67;49;37;7;77688;6
829;10;2;55;32;28;14;5;78;39;27;19;77689;6
830;4;0;76;53;36;12;7;90;45;34;18;77690;12
831;7;3;108;55;42;26;1;101;71;48;14;77699;1
832;1;0;75;62;40;7;4;74;59;30;8;77700;2
833;6;0;32;17;14;10;1;35;16;5;5;77701;0
834;4;4;94;58;43;21;3;89;68;44;8;77702;0
835;3;1;68;47;31;12;1;69;46;25;9;77703;1
836;6;3;113;90;52;9;3;104;74;45;15;77704;3
837;2;3;53;31;18;9;2;56;32;11;10;77705;0
838;0;1;63;47;34;11;4;61;37;26;11;77706;0
839;3;8;88;42;31;20;2;88;49;40;11;77707;6
840;3;3;47;22;20;16;1;65;49;27;9;77708;0
841;5;3;99;44;35;39;7;102;57;41;25;77709;3
842;4;1;83;63;42;10;6;65;41;28;9;77710;1
843;4;1;46;24;18;13;1;54;33;18;10;77711;0
844;3;1;42;34;21;5;7;55;37;18;4;77712;5
845;0;0;43;34;23;7;3;51;34;17;6;77713;3
846;5;5;144;95;67;20;0;135;123;74;6;77714;1
847;1;2;65;53;34;6;0;54;46;20;5;77715;1
848;1;0;95;90;47;3;3;102;92;55;1;77716;4
849;2;1;64;47;30;12;2;71;39;24;14;77717;3
850;1;0;86;68;35;12;5;90;53;27;16;77718;0
851;0;3;74;64;42;3;6;86;64;39;4;77719;12
852;4;0;68;27;17;22;4;68;43;23;7;77720;1
853;0;4;59;44;30;8;3;63;34;19;15;77721;3
854;0;4;110;90;50;12;7;120;72;39;24;77722;2
855;4;0;42;29;22;10;3;90;46;27;18;77723;4
856;3;1;57;38;29;10;0;52;29;20;6;77724;1
857;0;1;86;78;54;2;1;87;77;55;2;77725;0
858;1;0;54;33;22;13;1;60;38;20;8;77726;0
859;1;0;141;101;60;17;6;110;77;45;14;77727;1
860;2;3;66;37;21;18;0;73;39;29;14;77728;2
861;4;2;94;59;36;18;6;84;39;28;24;77729;6
862;1;0;97;63;44;18;6;111;59;42;25;77730;4
863;3;3;91;74;48;8;0;94;83;44;7;77731;2
864;4;1;63;52;34;6;1;57;46;22;4;77732;1
865;0;0;32;25;19;5;2;51;29;16;4;77733;1
866;0;1;69;52;36;5;0;77;51;30;9;77734;5
867;5;0;72;41;32;15;3;74;47;22;15;77735;0
868;0;0;64;36;23;19;1;67;46;25;9;77736;1
869;3;5;71;51;41;9;0;74;64;39;6;77737;1
870;0;0;79;66;40;10;2;93;48;36;22;77738;4
871;2;2;103;69;36;20;1;113;68;44;17;77740;3
872;0;1;59;53;34;3;2;71;58;25;7;77741;0
873;0;0;45;18;15;15;2;32;29;12;0;77742;0
874;4;0;82;60;41;9;5;84;67;48;5;77743;2
875;0;1;57;44;26;5;0;72;39;20;12;77744;0
876;12;2;99;61;41;23;1;124;74;46;23;77745;0
877;3;0;61;42;30;11;0;65;56;32;4;77746;0
878;0;0;70;63;37;6;1;51;39;21;6;77747;0
879;6;6;118;65;49;19;2;113;72;40;19;77748;1
880;2;2;74;35;25;26;0;77;50;31;13;77749;0
881;3;0;101;75;51;21;2;117;55;42;36;77750;7
882;4;3;58;34;24;11;3;68;42;29;5;77751;0
883;3;1;65;48;34;9;1;72;33;19;21;77752;1
884;1;1;102;63;47;21;0;103;73;40;19;77753;0
885;3;0;46;27;22;13;1;57;27;15;17;77754;1
886;1;4;83;54;30;13;3;68;32;20;15;77755;5
887;0;0;62;47;32;10;1;62;47;24;10;77756;1
888;1;0;44;23;18;15;2;48;26;15;7;77757;0
889;3;4;60;33;24;15;0;44;26;11;7;77758;0
890;4;6;106;65;51;23;4;114;84;60;16;77759;5
891;11;4;139;82;63;21;0;118;91;57;20;77760;3
892;3;2;65;42;31;12;4;62;35;20;12;77761;5
893;3;1;59;36;30;11;0;59;44;25;7;77762;0
894;5;5;83;58;40;6;2;65;36;23;16;77763;1
895;1;0;80;47;33;16;7;66;30;21;17;77764;2
896;0;0;46;26;21;15;1;48;23;13;12;77765;1
897;8;0;59;31;27;16;0;66;47;27;8;77766;1
898;1;0;39;28;21;8;5;61;35;19;10;77767;0
899;5;0;42;25;19;14;4;39;19;12;5;77768;2
900;6;7;95;62;49;13;3;100;56;43;24;77769;11
901;0;0;39;34;25;4;1;52;39;18;4;77770;1
902;14;3;106;84;61;11;2;101;83;58;8;77771;2
903;6;1;56;34;24;13;1;61;28;16;16;77772;1
904;2;2;53;38;30;7;2;50;22;15;8;77773;4
905;13;2;71;46;36;11;2;65;33;25;15;77775;3
906;0;4;69;40;28;18;3;61;34;26;12;77776;5
907;1;0;43;36;28;5;0;50;26;17;9;77777;4
908;3;4;72;42;32;13;0;62;36;24;10;77778;1
909;3;1;110;74;44;17;0;107;79;48;13;77779;8
910;3;1;38;25;22;7;2;41;24;9;5;77780;1
911;2;5;70;36;25;18;6;75;41;25;16;77781;2
912;3;0;65;35;28;17;2;67;39;24;14;77782;2
913;4;1;52;32;26;12;3;54;36;26;5;77783;2
914;3;2;71;47;35;11;1;68;31;16;19;77784;1
915;1;0;42;22;17;12;0;40;22;8;4;77785;1
916;4;1;53;28;22;17;1;48;25;14;12;77786;5
917;1;3;94;67;43;12;5;80;45;29;14;77787;2
918;7;9;100;56;42;21;0;67;50;32;12;77788;0
919;2;4;99;74;56;12;4;115;70;53;16;77789;11
920;5;2;83;51;39;15;1;82;50;33;16;77790;2
921;3;4;90;52;41;17;2;60;32;21;16;77791;3
922;0;1;55;33;26;13;2;82;54;33;10;77792;6
923;7;1;43;31;28;5;1;65;49;29;5;77793;0
924;6;3;128;70;48;24;1;97;71;36;13;77794;1
925;8;2;64;38;31;14;2;66;38;20;18;77795;0
926;4;3;82;49;32;21;3;74;41;32;18;77796;4
927;2;2;72;40;31;20;4;77;48;35;16;77797;8
928;5;5;104;52;41;24;0;122;99;62;15;77798;1
929;2;1;54;31;24;12;2;61;38;22;9;77799;0
930;10;3;84;53;44;17;1;98;52;38;24;77800;4
931;5;1;58;19;17;21;1;69;47;26;10;77801;2
932;1;2;64;48;39;12;1;60;38;26;15;77802;8
933;1;0;42;25;19;14;2;64;35;25;10;77803;4
934;4;0;52;38;30;6;1;68;41;28;6;77804;3
935;9;1;53;25;22;17;0;54;38;24;6;77805;2
936;1;1;59;37;27;14;1;61;32;23;12;77806;3
937;8;1;55;30;22;16;0;66;46;29;7;77807;6
938;1;1;81;53;39;13;2;76;43;22;11;77808;4
939;3;0;53;22;16;18;4;51;19;13;11;77809;1
940;1;5;82;57;38;9;7;81;37;24;16;77810;3
941;2;2;59;43;27;8;3;63;32;19;11;77811;6
942;2;0;64;32;24;18;3;62;34;17;12;77812;0
943;1;6;74;30;22;22;7;80;43;22;15;77813;0
944;3;1;62;30;23;18;0;58;51;21;5;77814;0
945;1;4;107;60;39;21;7;100;57;36;19;77815;0
946;4;1;47;18;17;20;5;50;21;17;12;77816;0
947;1;1;42;26;23;11;3;51;29;18;7;77817;0
948;1;0;37;24;22;10;4;48;28;20;5;77818;3
949;0;1;64;33;18;23;1;60;30;17;15;77819;1
950;3;1;99;65;43;18;2;102;58;37;23;77820;3
951;0;4;96;46;33;24;10;114;66;44;20;77821;1
952;4;7;82;35;25;23;4;103;39;22;30;77822;0
953;6;2;58;20;12;25;6;53;31;18;6;77823;0
954;0;0;66;51;30;11;2;44;31;13;5;77824;0
955;1;2;73;31;24;20;6;77;52;31;8;77825;0
956;1;1;65;38;23;13;6;68;46;22;7;77826;0
957;3;6;90;54;39;18;10;88;39;26;19;77827;3
958;5;5;96;42;30;27;0;95;61;42;17;77828;0
