id;winner_ace;winner_df;winner_serve_points;winner_1st_in;winner_1st_won;winner_2nd_won;loser_df;loser_serve_points;loser_1st_in;loser_1st_won;loser_2nd_won;match_id;loser_ace
53551;4;2;55;33;30;12;2;80;44;30;17;136157;5
53552;13;1;66;43;37;16;3;90;57;42;14;136158;4
53553;19;3;84;46;35;23;1;71;42;31;20;136159;7
53554;5;1;70;42;29;18;5;75;44;28;15;136160;1
53555;2;1;61;49;35;7;1;51;36;25;6;136161;4
53556;6;1;77;62;48;7;0;82;48;33;19;136162;3
53557;12;2;74;49;40;14;4;82;53;40;15;136163;9
53558;8;0;76;42;32;24;2;94;58;39;20;136164;3
53559;6;3;81;51;43;16;3;94;54;37;16;136165;9
53560;9;1;51;33;26;12;1;57;37;20;13;136166;3
53561;6;1;55;36;32;8;2;56;39;26;6;136167;7
53562;5;0;49;33;24;10;2;63;41;28;7;136168;4
53563;16;3;85;51;46;15;0;77;49;35;19;136169;4
52249;8;0;66;42;33;16;3;52;35;30;7;136170;7
52250;0;3;47;28;20;11;2;50;27;10;9;136171;2
52251;6;0;74;41;35;21;1;92;59;42;15;136172;16
52252;5;0;57;28;25;17;2;87;48;34;17;136173;3
52253;7;2;51;28;23;16;1;53;34;25;6;136174;11
52254;4;3;85;50;37;15;3;64;28;22;13;136175;4
52255;1;2;47;25;21;16;3;57;31;21;10;136176;5
52256;2;5;74;37;31;21;1;91;60;36;17;136177;1
52257;1;1;68;42;31;20;0;68;41;32;15;136178;8
52258;19;2;108;67;50;20;7;114;63;43;22;136179;9
52259;4;0;104;69;47;14;0;86;58;43;12;136180;3
52260;10;0;70;43;34;14;2;77;37;22;22;136181;3
52261;11;2;64;41;32;13;0;81;51;36;15;136182;4
52262;1;3;68;45;37;11;2;64;40;29;7;136183;4
52263;5;1;84;58;39;15;1;86;48;36;15;136184;5
52264;7;1;86;58;47;17;4;92;58;42;14;136185;8
52265;3;1;54;33;23;14;4;46;22;14;9;136186;0
52266;1;0;44;33;26;5;1;50;33;18;6;136187;0
52267;6;2;88;44;31;24;0;66;44;30;12;136188;4
52268;3;1;57;37;28;10;4;60;31;20;12;136189;3
52269;4;1;63;34;24;18;2;49;31;17;8;136190;2
52270;3;3;67;37;28;16;0;74;40;29;16;136191;5
52271;5;1;77;48;31;20;3;96;51;33;21;136192;3
52272;1;2;58;30;21;15;10;40;24;15;2;136193;0
52273;5;1;92;57;36;20;2;96;60;40;17;136194;5
52274;2;1;66;50;35;8;2;58;28;18;14;136195;6
52275;18;0;117;77;57;18;2;119;76;50;20;136196;8
52276;3;3;81;47;32;19;1;68;35;24;21;136197;5
52277;1;1;62;34;25;20;0;58;40;25;12;136198;1
52278;1;1;52;32;25;10;1;56;39;20;9;136199;2
52279;8;3;46;20;18;15;0;51;26;17;10;136200;6
52280;2;2;88;58;41;16;5;95;49;33;22;136201;8
52281;5;0;41;24;21;13;1;47;31;21;3;136202;1
52282;5;1;75;52;39;12;3;91;58;43;14;136203;12
52283;4;2;91;55;35;19;2;98;68;40;11;136204;0
52284;3;0;56;39;31;10;0;69;44;27;14;136205;9
52285;11;0;48;39;32;5;1;39;28;17;6;136206;1
52286;2;2;62;35;27;11;2;47;24;12;9;136207;1
52287;0;1;40;23;15;12;1;39;18;6;6;136208;0
52288;1;1;66;42;27;19;1;66;43;29;12;136209;4
52289;3;6;56;36;30;8;1;49;30;17;9;136210;4
52290;9;2;73;48;40;14;2;82;55;33;10;136211;1
52291;9;4;87;54;40;16;1;84;61;37;11;136212;0
52292;4;0;48;31;26;11;1;49;31;19;8;136213;3
52293;7;0;47;39;29;7;2;54;34;23;7;136214;7
52294;4;3;109;67;51;23;1;92;64;47;21;136215;5
52295;2;1;77;59;37;9;3;85;47;30;14;136216;5
52296;3;1;60;41;26;12;2;66;53;30;5;136217;0
52419;7;2;46;29;26;8;2;59;37;22;8;136222;5
52420;8;4;76;40;31;14;1;68;40;21;14;136223;2
52421;7;6;133;80;59;22;4;109;63;43;20;136224;6
52422;11;6;84;46;38;21;0;93;56;39;19;136225;1
52423;1;1;48;34;24;10;2;65;40;25;9;136226;3
52424;4;0;73;39;30;22;2;65;43;29;12;136227;8
52425;2;0;50;29;26;11;4;51;32;20;9;136228;0
52426;6;3;84;46;31;18;5;83;47;33;11;136229;6
52427;6;0;64;48;34;8;9;66;33;20;13;136230;7
52428;11;4;80;38;31;24;6;90;53;35;21;136231;11
52429;7;0;65;36;31;16;2;67;49;31;12;136232;4
52430;1;1;66;41;33;18;4;72;44;32;13;136233;7
52431;8;2;67;35;27;17;3;61;35;25;16;136234;8
52432;11;2;61;32;26;14;6;77;55;34;10;136235;0
52433;23;4;72;40;35;21;1;74;43;31;23;136236;5
52434;8;3;94;49;36;22;5;84;51;33;14;136237;7
52435;8;3;43;14;13;21;4;46;21;13;9;136238;0
52436;10;1;52;33;29;11;3;60;40;24;7;136239;3
52437;2;0;52;31;24;13;2;52;32;22;6;136240;5
52438;2;3;74;46;33;14;1;65;50;33;6;136241;2
52439;8;1;58;35;29;12;2;61;37;27;12;136242;3
52440;14;5;64;41;36;14;2;72;42;31;16;136243;1
52441;4;2;92;50;42;24;1;94;59;41;16;136244;18
52442;9;4;78;41;35;24;2;69;46;37;13;136245;24
52443;14;3;64;41;29;10;3;52;26;14;14;136246;0
52444;9;4;132;99;70;13;3;138;81;57;27;136247;6
52445;17;3;82;47;37;21;2;76;46;32;19;136248;10
52446;17;4;102;49;39;27;6;93;45;32;27;136249;12
52447;3;2;55;42;34;5;2;50;30;24;6;136250;5
52448;14;0;63;38;34;18;4;76;38;27;20;136251;7
52449;6;1;53;34;30;12;2;79;53;34;12;136252;3
52450;2;0;59;35;21;14;1;60;41;18;7;136253;0
52451;9;1;89;63;47;14;2;81;52;36;19;136254;4
52452;2;3;63;39;20;16;7;47;27;16;6;136255;1
52453;4;4;108;63;50;27;2;108;66;52;22;136256;2
52454;5;1;44;31;21;9;3;64;36;19;9;136257;4
52455;6;3;99;49;36;29;2;98;65;42;17;136258;3
52456;3;0;68;45;34;16;0;83;45;35;18;136259;9
52457;7;0;69;44;31;16;3;69;43;29;14;136260;7
52458;6;0;50;30;25;13;1;60;36;26;8;136261;3
52459;7;2;45;25;24;12;1;63;41;28;11;136262;6
52460;3;3;45;30;24;9;3;35;19;12;6;136263;1
52461;7;2;70;49;35;11;0;46;29;18;5;136264;4
52462;2;2;52;28;21;14;3;55;35;22;9;136265;3
52463;7;2;93;48;38;24;3;97;51;31;28;136266;3
52464;15;4;57;40;29;8;4;41;26;13;8;136267;3
52465;4;4;83;52;39;16;2;56;35;26;10;136268;3
52466;4;0;45;32;24;11;2;43;27;17;4;136269;0
52467;9;5;97;63;52;19;2;114;64;48;29;136270;10
52468;4;2;95;52;39;27;1;86;35;26;30;136271;1
52469;3;3;107;60;44;23;3;108;67;46;21;136272;13
52470;8;2;62;32;24;21;1;89;62;39;11;136273;1
52471;1;3;74;46;30;17;3;82;57;35;9;136274;1
52472;8;3;53;30;23;12;4;74;47;32;8;136275;4
52473;6;1;54;37;27;13;4;84;44;29;16;136276;8
52474;1;0;45;30;24;12;5;52;24;18;9;136277;6
52475;8;1;53;31;25;15;3;75;48;32;12;136278;0
52476;1;2;47;29;27;13;1;57;35;25;12;136279;6
52477;6;1;86;48;35;21;4;85;51;35;15;136280;5
52478;4;1;121;81;58;27;4;153;109;74;24;136281;9
52479;3;0;43;29;24;9;2;76;35;21;18;136282;3
52480;9;0;33;23;21;7;1;32;21;10;2;136283;1
52481;1;3;45;41;29;0;2;59;43;18;8;136284;2
52482;1;1;86;47;32;19;6;79;46;35;11;136285;2
52483;3;0;44;26;25;8;1;63;41;23;9;136286;5
52484;9;1;67;44;34;10;2;65;40;29;8;136287;5
52485;5;1;38;21;16;11;5;73;38;24;6;136288;1
52486;3;2;74;41;31;15;2;64;39;23;12;136289;5
52487;6;0;28;20;20;8;4;40;26;15;1;136290;0
52488;3;1;35;24;21;7;1;36;23;8;5;136291;0
52489;5;4;54;34;26;9;5;59;26;15;11;136292;3
52490;4;7;121;86;55;15;5;112;70;45;16;136293;3
52491;2;3;81;43;33;20;3;105;53;38;22;136294;9
52492;10;0;56;44;33;7;3;61;36;25;9;136295;2
52493;3;2;71;49;38;11;1;64;45;34;7;136296;16
52494;5;0;46;23;19;12;2;65;35;18;12;136297;1
52495;1;1;50;36;25;10;0;40;26;14;7;136298;1
52496;4;3;64;33;26;16;1;57;40;27;8;136299;1
52497;1;2;57;36;27;13;2;47;25;15;13;136300;0
52498;5;2;73;44;32;12;1;50;28;15;12;136302;0
52499;3;0;79;56;43;11;5;65;39;28;14;136303;6
52500;1;1;47;29;22;10;1;50;28;17;8;136304;1
52501;10;1;68;38;29;15;1;72;46;29;9;136306;1
52502;7;2;44;23;18;13;1;57;37;20;5;136307;2
52503;5;4;64;46;30;9;3;81;44;25;14;136308;3
52504;11;2;55;35;28;15;2;61;44;24;9;136309;2
52505;14;2;99;67;54;15;2;85;52;42;13;136310;5
52506;4;0;39;23;20;12;3;59;28;19;9;136311;2
52507;2;1;51;28;21;17;2;57;38;24;9;136312;1
52508;8;4;58;34;30;17;2;63;45;35;8;136313;8
52509;4;5;91;51;36;20;3;101;77;39;15;136314;6
52510;2;1;37;25;23;9;3;44;29;13;6;136315;0
52511;4;0;53;32;26;12;2;56;27;18;11;136316;2
52512;3;1;85;58;37;15;4;70;39;25;15;136317;2
52513;9;3;64;39;29;13;2;58;38;25;8;136318;4
52514;5;1;50;33;23;13;3;67;38;23;13;136319;3
52515;7;4;86;55;36;14;6;86;45;31;18;136320;3
52516;5;0;44;31;26;8;3;55;38;23;6;136321;2
52577;7;2;63;35;29;16;1;70;42;25;17;136322;0
52578;6;4;54;32;28;13;1;73;46;36;9;136323;8
52579;5;1;44;28;24;12;3;56;33;22;9;136324;1
52580;1;2;100;72;56;13;8;101;60;41;19;136325;12
52581;3;2;58;48;37;5;2;47;31;23;6;136326;7
52582;7;5;70;37;28;13;3;56;29;15;13;136327;5
52583;6;1;67;36;29;15;4;64;33;24;12;136328;4
52584;3;1;59;35;26;17;7;68;36;28;14;136329;7
52585;2;6;97;54;39;26;4;110;70;52;14;136330;9
52586;2;2;60;41;32;12;1;80;49;31;12;136331;4
52587;0;3;95;71;48;11;0;72;44;30;18;136332;10
52588;3;0;63;41;34;16;0;60;38;25;17;136333;1
52589;3;3;70;43;29;15;0;55;37;28;6;136334;5
52590;12;3;68;47;36;12;5;60;35;26;10;136335;4
52591;5;2;52;32;25;7;2;53;37;23;4;136336;0
52592;4;3;98;64;52;18;3;90;55;43;15;136337;19
52593;3;0;71;36;28;22;3;64;31;23;17;136338;3
52594;3;1;42;30;25;8;0;53;35;21;6;136339;0
52595;1;1;82;57;40;12;5;108;65;40;21;136340;6
52596;1;3;116;83;54;19;3;98;59;45;22;136341;15
52597;2;0;54;36;26;11;1;61;39;24;8;136342;2
52598;3;2;75;52;36;14;0;59;38;26;9;136343;3
52599;2;2;43;24;18;10;1;53;35;13;9;136344;1
52600;7;7;89;54;39;19;1;76;59;43;9;136345;5
52601;7;5;70;40;35;15;4;66;41;29;11;136346;2
52602;3;2;51;27;22;13;1;54;37;23;7;136347;2
52603;9;2;78;40;32;20;1;98;63;34;20;136348;5
52604;3;4;83;64;44;8;5;99;54;35;19;136349;11
52605;5;2;68;27;18;23;1;57;31;21;10;136350;3
52606;6;2;57;38;32;11;2;56;26;21;14;136351;1
52607;5;2;71;50;34;10;0;54;34;18;9;136352;2
52608;3;2;27;21;16;0;1;20;10;6;1;136353;2
52609;5;4;48;26;20;12;13;82;41;28;14;136354;4
52610;18;3;62;43;39;12;3;64;35;27;19;136355;2
52611;4;2;59;32;23;17;1;60;30;22;10;136356;5
52612;7;1;55;33;26;12;6;66;31;18;15;136357;1
52613;2;3;74;42;30;19;3;72;44;32;13;136358;3
52614;6;2;42;22;21;11;3;67;44;25;10;136359;3
52615;2;0;87;49;34;21;1;87;53;32;19;136360;7
52616;2;3;69;39;26;16;3;57;39;22;8;136361;1
52617;8;2;91;49;39;23;4;96;62;43;17;136362;7
52618;3;0;52;31;26;10;0;60;47;21;9;136363;5
52619;5;0;48;39;28;5;0;43;30;17;2;136364;1
52620;3;5;55;29;23;13;4;62;35;20;11;136365;2
52621;23;4;80;45;43;18;3;74;40;34;20;136366;8
52622;6;3;58;41;32;9;1;76;46;24;14;136367;2
52623;10;2;53;30;27;13;1;62;38;22;11;136368;1
52624;6;1;90;57;41;19;1;104;61;43;21;136369;7
52625;8;1;58;38;29;10;1;62;35;22;13;136370;4
52626;7;1;56;38;31;10;1;59;34;21;12;136371;1
52627;19;5;111;69;53;24;4;97;54;43;26;136372;7
52628;5;1;47;35;28;6;3;55;31;20;11;136373;1
52629;8;2;71;43;31;18;3;77;39;25;21;136374;3
52630;13;3;90;60;54;13;1;90;52;42;26;136375;6
53594;6;1;74;43;38;20;0;65;39;36;18;136376;15
53595;11;1;65;50;42;7;1;62;40;21;5;136377;3
53596;3;0;67;41;29;21;6;80;56;37;7;136378;11
53597;25;5;156;86;65;36;5;157;81;55;41;136379;11
53598;4;2;72;56;37;9;5;88;57;28;11;136380;2
53599;6;2;94;62;44;14;7;102;46;30;22;136381;8
53600;8;4;93;62;46;18;2;82;46;35;13;136382;6
53601;10;4;107;65;51;19;2;96;55;32;25;136383;3
53602;10;2;79;51;36;18;5;106;58;37;18;136384;9
53603;11;2;80;44;36;20;3;76;54;32;7;136385;6
53604;6;3;135;94;63;26;9;128;58;38;36;136386;6
53605;4;0;96;57;42;22;5;112;55;36;24;136387;0
53606;16;9;134;76;61;29;4;140;79;54;26;136388;16
53607;16;1;103;56;42;29;5;101;57;40;17;136389;10
53608;14;2;78;49;42;15;3;107;64;44;15;136390;8
53609;7;0;91;53;45;24;2;93;59;46;18;136391;16
53610;10;4;87;51;42;23;4;88;52;34;18;136392;2
53611;6;4;79;50;42;13;2;82;38;22;19;136393;7
53612;9;2;147;94;69;26;3;147;101;75;17;136394;12
53613;21;4;82;49;42;17;4;104;53;26;26;136395;2
53614;15;1;140;90;66;32;4;138;74;56;32;136396;11
53615;14;6;55;30;25;17;0;53;26;15;5;136397;1
53616;5;3;122;79;57;27;7;145;79;56;31;136398;8
53617;6;1;84;39;31;28;6;109;56;36;23;136399;9
53618;16;4;125;63;52;30;5;129;72;48;26;136400;8
53619;4;5;75;39;32;24;5;87;38;24;20;136401;6
53620;11;7;120;76;61;23;7;111;51;42;25;136402;13
53621;5;2;129;90;58;16;9;119;69;44;20;136403;5
53622;8;2;81;58;45;13;5;80;43;28;15;136404;6
53623;0;8;146;81;57;34;1;126;72;48;32;136405;8
53624;13;5;126;67;50;27;6;115;63;39;28;136406;7
53625;3;2;80;53;41;16;6;74;35;24;15;136407;8
53626;3;2;61;46;35;11;2;74;44;21;10;136408;2
53627;10;3;77;52;39;20;3;114;77;48;13;136409;7
53628;28;6;95;55;46;25;3;78;41;29;25;136410;6
53629;9;1;75;46;36;20;2;93;69;36;10;136411;4
53630;7;2;126;92;69;22;1;141;105;65;24;136412;3
53631;1;4;94;63;40;16;8;125;75;43;23;136413;2
53632;4;4;175;106;71;40;8;200;138;85;32;136414;13
53633;5;4;138;97;58;24;4;140;94;58;21;136415;7
53634;7;6;136;81;58;23;3;136;79;55;27;136416;7
53635;4;2;97;59;45;18;4;75;48;28;10;136417;1
53636;6;1;76;42;33;19;3;75;43;20;16;136418;0
53637;1;3;103;72;52;18;4;87;52;33;13;136419;3
53638;19;4;126;76;57;29;2;136;94;57;27;136420;6
53639;14;3;78;45;38;17;6;88;45;27;18;136421;2
51230;14;8;184;113;83;30;5;180;102;67;39;136422;3
51231;13;9;167;97;69;42;7;178;98;71;41;136423;14
51232;1;3;92;72;55;8;4;103;60;41;17;136424;4
51233;13;2;89;58;44;18;12;88;49;33;16;136425;7
51234;7;10;146;99;77;22;8;178;109;70;35;136426;5
51235;3;1;78;47;37;18;7;73;42;19;17;136427;1
51236;4;2;115;88;59;16;1;91;59;41;13;136428;6
51237;1;2;113;76;58;19;1;127;79;54;25;136429;13
51238;3;3;80;52;38;14;5;77;46;24;11;136430;1
51239;12;2;107;64;49;22;5;121;83;52;15;136431;1
53701;4;7;188;123;85;27;1;188;142;91;16;136432;2
53702;5;11;158;88;61;38;4;161;105;67;31;136433;7
53703;16;4;130;65;50;44;3;118;71;57;22;136434;14
53704;3;1;97;72;52;13;7;113;63;40;26;136435;4
53705;8;7;88;53;45;18;2;102;73;47;9;136436;1
53706;10;6;176;121;90;24;2;171;93;63;43;136437;11
53707;4;5;124;83;51;28;4;142;89;56;25;136438;3
53708;2;3;101;56;41;28;3;133;87;55;21;136439;8
53709;4;4;95;58;39;28;2;97;66;47;10;136440;14
53710;6;1;61;42;32;15;0;69;45;20;9;136441;2
53711;8;2;111;72;55;23;6;110;80;57;13;136442;15
53712;4;7;195;145;100;29;12;192;107;81;41;136443;17
53713;9;4;65;39;35;14;2;71;48;31;6;136444;1
53714;8;3;69;41;33;17;2;72;50;24;12;136445;2
53715;7;2;132;84;63;30;3;138;77;55;31;136446;5
53716;7;1;92;49;35;29;2;93;66;34;19;136447;3
53717;15;4;125;74;47;28;4;116;70;44;21;136448;5
53718;12;3;73;45;34;18;2;64;38;19;11;136449;5
53719;13;6;132;72;56;29;7;146;81;54;30;136450;7
53720;13;2;123;71;47;36;1;134;74;52;25;136451;9
53721;4;4;134;80;59;29;0;149;84;57;36;136452;12
53722;19;5;113;69;57;25;3;119;76;56;20;136453;15
53723;7;1;87;55;42;18;2;78;45;31;16;136454;3
53724;2;1;178;119;81;29;7;169;88;60;39;136455;8
53725;1;1;53;40;28;5;2;77;62;32;7;136456;0
53726;8;1;59;41;32;16;5;86;55;28;14;136457;3
53727;2;8;103;68;54;18;3;99;75;46;15;136458;5
53728;5;6;137;79;59;26;7;178;114;67;34;136459;5
53729;14;0;89;57;46;16;2;115;82;48;15;136460;3
53730;8;6;146;91;68;28;3;124;65;48;30;136461;6
53731;15;1;122;77;63;22;1;128;89;52;28;136462;0
53732;2;3;110;65;41;28;3;109;59;44;21;136463;9
53733;3;2;91;70;43;8;7;75;50;23;8;136464;3
53734;10;1;75;57;46;9;7;101;63;41;12;136465;6
53735;6;1;49;29;23;14;5;69;42;32;9;136466;3
53736;4;7;102;74;52;9;6;123;68;40;22;136467;7
53737;4;5;70;40;33;15;5;82;52;27;12;136468;1
53738;3;2;119;76;54;29;4;100;53;40;29;136469;6
53739;11;2;125;70;53;33;2;115;73;50;18;136470;4
53740;4;2;70;51;37;12;1;75;47;25;13;136471;1
53741;9;1;67;48;37;8;2;63;45;22;3;136472;0
53742;39;1;167;107;95;33;6;207;106;75;58;136473;12
53743;15;7;116;83;63;15;2;130;95;63;15;136474;10
53744;10;3;167;92;60;41;2;137;81;53;26;136475;4
53745;14;5;111;62;45;32;7;126;82;48;19;136476;2
53746;5;1;62;46;35;13;5;92;57;35;11;136477;8
53747;9;6;168;95;72;36;8;206;108;81;40;136478;28
53748;11;2;77;48;38;17;4;67;36;22;12;136479;3
53749;5;2;77;50;41;14;1;93;55;33;18;136480;0
53750;9;2;99;66;49;22;0;105;72;44;22;136481;2
53751;21;1;76;53;44;10;7;79;42;22;20;136482;6
53752;4;1;68;50;41;13;1;71;46;28;12;136483;11
53753;2;1;89;58;38;18;0;95;62;38;10;136484;7
53754;32;2;165;107;91;37;3;182;131;109;24;136485;42
53755;11;4;133;97;74;17;3;125;72;57;23;136486;13
53756;7;8;184;104;72;39;5;188;120;85;31;136487;18
53757;7;1;86;51;38;22;0;109;67;42;18;136488;5
53758;11;1;94;59;44;26;4;96;54;41;20;136489;7
53759;4;0;88;55;42;24;3;78;44;31;18;136490;5
53760;13;6;104;62;45;19;4;90;48;28;18;136491;6
53761;6;0;120;89;62;13;7;142;93;60;17;136492;3
53762;19;2;134;88;73;23;4;151;92;64;29;136493;5
53763;5;2;87;53;40;17;1;94;58;34;15;136494;2
53764;4;4;175;109;68;30;7;149;79;54;31;136495;9
53765;3;1;29;27;24;0;3;37;22;12;6;136496;5
53766;13;0;96;65;49;18;5;116;67;47;21;136497;8
53767;7;3;93;58;44;18;4;91;52;29;17;136498;4
53768;8;1;86;57;49;17;3;106;78;53;9;136499;0
53769;5;5;92;55;43;18;2;91;63;40;10;136500;2
53770;13;6;113;77;60;15;2;109;68;48;18;136501;10
53771;18;1;76;48;41;16;1;70;48;27;11;136502;2
53772;11;2;122;68;53;34;2;136;97;69;18;136503;15
53773;5;2;57;38;28;9;3;63;46;26;6;136504;1
53774;2;4;71;46;32;13;6;71;39;24;13;136505;4
53775;5;2;66;31;25;19;4;81;48;30;13;136506;2
53776;2;2;57;41;35;9;2;66;38;31;10;136507;10
53777;6;0;48;32;24;10;4;77;58;35;7;136508;1
53778;4;2;90;53;35;17;10;91;53;34;16;136509;0
53779;4;0;55;37;27;14;0;58;41;31;9;136510;0
53780;6;2;60;27;25;18;2;56;28;21;12;136511;4
53781;1;3;68;43;24;15;5;61;36;20;7;136512;1
53782;7;2;64;41;34;10;3;89;61;36;12;136513;0
53783;1;1;48;35;28;7;4;60;39;21;11;136514;0
53784;6;1;102;72;45;17;2;87;51;35;18;136515;2
53785;3;1;121;69;46;28;8;118;70;47;25;136516;4
53786;9;3;54;24;21;13;3;49;26;8;11;136517;1
53787;11;5;113;74;51;25;2;121;76;51;27;136518;8
53788;3;0;61;33;26;20;2;65;37;25;14;136519;1
53789;6;6;64;38;29;12;1;47;29;15;11;136520;1
53790;12;2;110;58;41;31;1;111;86;61;10;136521;3
52710;4;1;75;46;33;19;6;63;38;26;15;136522;1
52711;1;0;41;31;26;6;4;62;37;25;7;136523;3
52712;1;0;49;29;23;12;2;67;32;15;19;136524;1
52713;7;2;106;64;45;21;2;106;70;43;18;136525;1
52714;2;6;97;49;34;18;1;98;59;29;22;136526;6
52715;9;4;104;52;41;31;1;103;64;42;22;136527;4
52716;4;1;57;37;26;14;4;64;42;27;7;136528;1
52717;5;2;71;45;32;12;4;73;39;24;13;136529;5
52718;3;0;53;27;22;14;2;66;41;23;10;136530;1
52719;6;1;52;30;24;14;1;69;39;26;13;136531;2
52720;10;2;107;61;44;26;1;115;80;50;17;136532;4
52721;1;1;52;33;23;12;3;57;27;21;10;136533;5
52755;3;4;95;52;39;27;9;107;53;39;29;136631;4
52756;8;0;58;39;29;7;2;58;37;18;9;136632;3
52757;2;5;69;45;34;11;1;67;41;28;14;136633;6
52758;10;1;50;30;25;11;2;46;29;20;6;136634;5
52759;2;1;44;32;27;9;1;53;37;23;7;136635;0
52760;5;1;65;38;28;17;4;67;34;23;17;136636;5
52761;2;0;39;26;23;10;5;75;41;27;11;136637;11
52762;3;3;93;64;42;15;4;97;61;43;17;136638;11
52763;8;6;71;37;30;18;2;60;27;22;14;136639;3
52764;5;8;133;68;49;29;4;117;59;38;25;136640;7
52765;8;1;49;32;26;11;4;56;35;22;8;136641;3
52766;4;2;75;38;29;22;3;81;54;36;12;136642;1
52767;0;1;56;40;23;10;1;59;33;18;8;136643;0
52768;0;16;77;48;25;12;8;65;43;19;8;136644;0
52769;1;4;65;39;25;11;1;59;35;17;11;136645;0
52770;10;1;46;34;27;7;4;46;20;14;9;136646;2
52771;10;2;72;43;37;13;2;81;54;33;10;136647;3
52772;1;4;110;77;47;13;3;88;55;36;13;136648;3
52773;5;2;54;41;26;8;5;58;28;16;10;136649;3
52774;2;0;42;35;26;5;2;47;37;19;1;136650;0
52775;4;2;68;28;22;22;9;75;43;27;14;136651;1
52776;4;1;65;37;25;18;1;62;35;20;16;136652;3
52777;0;1;36;27;20;6;7;42;25;10;3;136653;0
52778;8;1;41;22;21;12;4;77;46;28;12;136654;5
52779;2;1;102;71;45;16;4;88;72;47;7;136655;0
52780;2;3;98;66;47;13;4;103;71;47;17;136656;4
52781;8;2;93;50;45;22;1;88;49;37;19;136657;7
52782;5;3;82;45;33;16;1;83;70;40;5;136658;1
52783;5;1;82;54;41;18;3;98;64;43;18;136659;0
52784;5;1;41;20;17;15;6;43;24;15;1;136660;1
52785;3;0;108;84;56;15;2;109;70;48;20;136661;6
52786;5;4;79;47;33;18;4;68;35;27;15;136662;11
52787;1;2;48;31;19;9;1;60;42;22;6;136663;0
52788;2;3;67;33;26;22;3;72;34;22;18;136664;3
52789;10;1;58;41;35;11;7;81;52;36;13;136665;4
52790;3;0;45;33;26;7;3;38;25;10;4;136666;0
52791;5;1;34;23;20;8;4;44;26;14;5;136667;1
52792;16;5;83;49;36;22;1;79;47;33;19;136668;3
52793;5;0;49;23;19;21;5;52;29;19;10;136669;1
52794;1;0;62;36;24;16;3;88;50;28;19;136670;4
52795;10;0;69;42;33;17;5;75;45;27;17;136671;2
52796;2;8;74;37;24;18;5;64;31;19;13;136672;2
52797;12;1;49;33;30;7;5;65;32;21;14;136673;3
52798;2;0;39;27;17;8;3;48;25;14;6;136674;2
52799;3;5;72;42;32;14;6;79;49;30;13;136675;3
52800;9;7;112;50;37;32;3;78;37;28;18;136676;5
52801;3;3;77;46;29;19;4;94;50;32;20;136677;5
52802;5;2;61;40;30;10;3;51;30;15;9;136678;1
52803;2;1;72;46;37;15;1;76;54;36;13;136679;9
52804;8;7;117;61;38;27;9;112;71;41;16;136680;2
52805;11;3;113;57;37;23;6;87;43;27;22;136681;6
52806;8;1;94;59;42;22;3;98;57;45;19;136682;15
52807;9;5;113;67;45;23;9;96;54;39;20;136683;3
52808;2;1;118;74;56;21;2;109;64;45;24;136684;16
52809;13;4;132;83;57;20;7;103;60;45;18;136685;11
52810;2;2;64;34;27;10;5;64;36;18;10;136686;0
52811;3;1;66;42;33;14;2;95;39;28;26;136687;11
52812;10;1;48;33;27;9;3;49;28;20;8;136688;0
52813;3;1;51;30;24;11;1;54;31;20;8;136689;3
52814;9;2;63;36;27;14;1;64;44;28;7;136690;4
52815;6;3;95;57;45;19;2;88;55;46;14;136691;10
52816;3;0;76;51;39;15;5;75;39;34;16;136692;8
52817;7;2;49;25;20;17;0;53;30;21;8;136693;1
52818;4;1;57;30;22;15;0;47;30;18;8;136694;1
52819;12;2;68;42;33;17;1;63;39;30;13;136695;5
52820;11;1;79;37;31;28;6;81;42;36;22;136696;9
52821;7;2;55;29;23;14;2;59;32;23;10;136697;4
52822;5;1;103;65;44;21;1;78;46;37;18;136698;5
52823;5;0;50;31;28;10;3;60;36;24;11;136699;6
52824;7;0;53;37;27;6;5;95;59;35;12;136700;2
52825;10;0;50;23;22;19;1;61;35;25;13;136701;4
52826;33;2;101;73;66;17;1;113;78;63;21;136702;13
52827;6;1;22;12;12;8;0;27;16;11;3;136703;2
52828;8;0;76;49;34;19;2;71;41;33;12;136704;10
52829;3;1;68;51;46;8;0;72;40;34;17;136705;11
52830;8;2;68;37;31;22;6;76;45;37;15;136706;8
52831;14;9;102;61;48;22;2;92;62;46;16;136707;6
52832;17;1;48;29;27;9;2;61;40;27;8;136708;5
52833;8;3;107;60;43;32;3;81;52;40;14;136709;5
52834;3;4;74;38;30;26;3;84;46;34;23;136710;23
52835;8;6;87;44;30;18;1;102;58;35;17;136711;6
52836;18;5;111;58;50;25;0;98;55;43;26;136712;8
52837;15;2;71;51;39;10;2;51;36;28;7;136713;14
52838;6;3;71;38;29;21;2;52;31;23;12;136714;4
52839;11;0;43;28;24;11;2;54;35;25;5;136715;4
52840;19;4;73;47;42;13;7;75;32;27;22;136716;8
52841;8;2;58;37;32;12;2;56;35;27;7;136717;4
52842;14;1;73;48;38;16;3;83;50;37;18;136718;10
52843;7;2;68;40;31;19;0;74;49;38;11;136719;5
52844;25;1;80;55;45;17;6;90;53;42;16;136720;7
53808;4;0;38;16;16;16;1;49;25;16;9;136721;1
52862;4;2;53;28;24;15;2;55;31;20;11;136722;5
